title,content_rating,budget,gross,imdb_score,facenumber_in_poster,num_critic_for_reviews,num_voted_users,num_user_for_reviews,movie_facebook_likes,cast_total_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,director_facebook_likes,genre,actors,year,revenue_millions,runtime_minutes,rating,votes
Snakes on a Plane,R,33000000.0,34014398.0,5.6,0.0,285.0,115650,1033.0,4000,2603,852.0,521.0,490.0,160.0,"Action,Adventure,Crime","Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard",2006,34.01,105,5.6,118905
Bridesmaids,R,32500000.0,169076745.0,6.8,6.0,371.0,218711,485.0,27000,3229,722.0,655.0,460.0,176.0,"Comedy,Romance","Kristen Wiig, Maya Rudolph, Rose Byrne, Terry Crews",2011,169.08,125,6.8,227912
This Is the End,R,32000000.0,101470202.0,6.7,6.0,418.0,310540,669.0,97000,38751,17000.0,11000.0,9000.0,133.0,"Comedy,Fantasy","James Franco, Jonah Hill, Seth Rogen,Jay Baruchel",2013,101.47,107,6.6,327838
Source Code,PG-13,32000000.0,54696902.0,7.5,3.0,522.0,379462,571.0,56000,16034,15000.0,491.0,355.0,0.0,"Mystery,Romance,Sci-Fi","Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga,Jeffrey Wright",2011,54.7,93,7.5,404884
Criminal,R,31500000.0,14268533.0,6.3,2.0,130.0,17319,100.0,0,10910,10000.0,877.0,24.0,34.0,"Action,Crime,Drama","Kevin Costner, Ryan Reynolds, Gal Gadot, Gary Oldman",2016,14.27,113,6.3,38430
Flight,R,31000000.0,93749203.0,7.3,0.0,449.0,264047,491.0,64000,20952,18000.0,984.0,874.0,0.0,"Drama,Thriller","Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman",2012,93.75,138,7.3,276347
The Grand Budapest Hotel,R,25000000.0,59073773.0,8.1,0.0,536.0,475518,644.0,149000,15082,13000.0,1000.0,670.0,0.0,"Adventure,Comedy,Drama","Ralph Fiennes, F. Murray Abraham, Mathieu Amalric,Adrien Brody",2014,59.07,99,8.1,530881
Vacation,R,31000000.0,58879132.0,6.1,4.0,204.0,66123,219.0,28000,40312,26000.0,12000.0,816.0,0.0,"Adventure,Comedy","Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins",2015,58.88,99,6.1,74589
District 9,R,30000000.0,115646235.0,8.0,0.0,472.0,531737,1262.0,22000,2639,2000.0,433.0,107.0,662.0,"Action,Sci-Fi,Thriller","Sharlto Copley, David James, Jason Cope, Nathalie Boltt",2009,115.65,112,8.0,556794
Up in the Air,R,25000000.0,83813460.0,7.4,0.0,391.0,270238,452.0,19000,35209,24000.0,10000.0,940.0,655.0,"Drama,Romance","George Clooney, Vera Farmiga, Anna Kendrick,Jason Bateman",2009,83.81,109,7.4,279694
Warm Bodies,PG-13,35000000.0,66359959.0,6.9,0.0,452.0,184641,326.0,81000,337,303.0,18.0,7.0,129.0,"Comedy,Horror,Romance","Nicholas Hoult, Teresa Palmer, John Malkovich,Analeigh Tipton",2013,66.36,98,6.9,193579
Looper,R,30000000.0,66468315.0,7.4,0.0,589.0,428916,667.0,75000,37387,23000.0,13000.0,502.0,0.0,"Action,Crime,Drama","Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano",2012,66.47,119,7.4,452369
Forgetting Sarah Marshall,R,30000000.0,62877175.0,7.2,1.0,253.0,217507,325.0,0,16758,15000.0,975.0,344.0,89.0,"Comedy,Drama,Romance","Kristen Bell, Jason Segel, Paul Rudd, Mila Kunis",2008,62.88,111,7.2,226619
Bride Wars,PG,30000000.0,58715510.0,5.4,2.0,152.0,79094,129.0,0,13794,11000.0,826.0,545.0,56.0,"Comedy,Romance","Kate Hudson, Anne Hathaway, Candice Bergen, Bryan Greenberg",2009,58.72,89,5.5,83976
Midnight in Paris,PG-13,17000000.0,56816662.0,7.7,1.0,487.0,301149,509.0,78000,1289,617.0,204.0,183.0,11000.0,"Comedy,Fantasy,Romance","Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller",2011,56.82,94,7.7,320323
P.S. I Love You,PG-13,30000000.0,53680848.0,7.1,1.0,131.0,167967,243.0,20000,18726,18000.0,631.0,37.0,98.0,"Drama,Romance","Hilary Swank, Gerard Butler, Harry Connick Jr., Lisa Kudrow",2007,53.68,126,7.1,177247
Atonement,R,30000000.0,50921738.0,7.8,1.0,316.0,192930,581.0,12000,20499,19000.0,1000.0,286.0,456.0,"Drama,Mystery,Romance","Keira Knightley, James McAvoy, Brenda Blethyn,Saoirse Ronan",2007,50.92,123,7.8,202890
Sicario,R,30000000.0,46875468.0,7.6,2.0,478.0,196217,461.0,59000,1467,455.0,221.0,219.0,777.0,"Action,Crime,Drama","Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal",2015,46.88,121,7.6,243230
Southpaw,R,30000000.0,52418902.0,7.5,0.0,305.0,147128,277.0,44000,16881,15000.0,1000.0,424.0,845.0,"Drama,Sport","Jake Gyllenhaal, Rachel McAdams, Oona Laurence,Forest Whitaker",2015,52.42,124,7.4,169083
The Age of Adaline,PG-13,25000000.0,42478175.0,7.2,1.0,214.0,93767,209.0,34000,15327,11000.0,2000.0,1000.0,43.0,"Drama,Fantasy,Romance","Blake Lively, Michiel Huisman, Harrison Ford,Kathy Baker",2015,42.48,112,7.2,112288
The Cabin in the Woods,R,30000000.0,42043633.0,7.0,0.0,634.0,277172,986.0,66000,29551,26000.0,821.0,751.0,246.0,Horror,"Kristen Connolly, Chris Hemsworth, Anna Hutchison,Fran Kranz",2012,42.04,95,7.0,295554
Hanna,PG-13,30000000.0,40247512.0,6.8,0.0,417.0,159198,438.0,38000,257,157.0,33.0,21.0,456.0,"Action,Drama,Thriller","Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps",2011,40.25,111,6.8,164208
Carrie,R,30000000.0,35266619.0,5.9,1.0,359.0,108242,371.0,39000,20051,17000.0,2000.0,534.0,108.0,"Drama,Horror","Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday",2013,35.27,100,5.9,113272
Carrie,R,30000000.0,35266619.0,5.9,1.0,359.0,108248,371.0,39000,20051,17000.0,2000.0,534.0,108.0,"Drama,Horror","Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday",2013,35.27,100,5.9,113272
Love & Other Drugs,R,30000000.0,32357532.0,6.7,0.0,219.0,143368,215.0,24000,31278,15000.0,11000.0,2000.0,380.0,"Comedy,Drama,Romance","Jake Gyllenhaal, Anne Hathaway, Judy Greer, Oliver Platt",2010,32.36,112,6.7,151519
The Imaginarium of Doctor Parnassus,PG-13,40000000.0,7689458.0,6.8,1.0,292.0,126307,210.0,19000,11769,10000.0,785.0,645.0,0.0,"Adventure,Fantasy,Mystery","Christopher Plummer, Lily Cole, Heath Ledger,Andrew Garfield",2009,7.69,123,6.8,130153
The Assassination of Jesse James by the Coward Robert Ford,R,30000000.0,3904982.0,7.5,0.0,273.0,136104,415.0,0,22516,11000.0,10000.0,820.0,181.0,"Biography,Crime,Drama","Brad Pitt, Casey Affleck, Sam Shepard, Mary-Louise Parker",2007,3.9,160,7.5,143564
Pitch Perfect 2,PG-13,29000000.0,183436380.0,6.5,8.0,221.0,97697,185.0,40000,13159,10000.0,1000.0,751.0,0.0,"Comedy,Music","Anna Kendrick, Rebel Wilson, Hailee Steinfeld,Brittany Snow",2015,183.44,115,6.5,108306
The Boss,R,29000000.0,63034755.0,5.3,1.0,154.0,16984,96.0,0,23562,22000.0,779.0,265.0,265.0,Comedy,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson",2016,63.03,99,5.4,29642
Straight Outta Compton,R,28000000.0,161029270.0,7.9,0.0,349.0,119928,331.0,76000,2702,559.0,427.0,303.0,473.0,"Biography,Drama,History","O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell,Neil Brown Jr.",2015,161.03,147,7.9,139831
The Big Short,R,28000000.0,70235322.0,7.8,4.0,426.0,182983,374.0,99000,57308,33000.0,23000.0,767.0,285.0,"Biography,Comedy,Drama","Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt",2015,70.24,130,7.8,246360
Safe Haven,PG-13,28000000.0,71346930.0,6.7,0.0,184.0,78008,160.0,23000,1554,576.0,447.0,325.0,529.0,"Drama,Romance,Thriller","Julianne Hough, Josh Duhamel, Cobie Smulders,David Lyons",2013,71.35,115,6.7,84765
Kick-Ass,R,30000000.0,48043505.0,7.7,1.0,447.0,435864,801.0,36000,2357,553.0,488.0,385.0,905.0,"Action,Comedy","Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown",2010,48.04,117,7.7,456749
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,28000000.0,66950483.0,6.2,6.0,119.0,29738,85.0,12000,47677,35000.0,7000.0,3000.0,44.0,"Comedy,Family","Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",2014,66.95,81,6.2,32310
3 Days to Kill,PG-13,28000000.0,30688364.0,6.2,0.0,211.0,69355,211.0,10000,1286,933.0,194.0,114.0,368.0,"Action,Drama,Thriller","Kevin Costner, Hailee Steinfeld, Connie Nielsen, Amber Heard",2014,30.69,117,6.2,73567
Pride and Prejudice and Zombies,PG-13,28000000.0,10907291.0,5.8,0.0,225.0,23775,134.0,73000,4710,2000.0,860.0,845.0,23.0,"Action,Horror,Romance","Lily James, Sam Riley, Jack Huston, Bella Heathcote",2016,10.91,108,5.8,35003
Kick-Ass 2,R,28000000.0,28751715.0,6.6,0.0,350.0,202967,378.0,36000,19168,17000.0,927.0,405.0,65.0,"Action,Comedy,Crime","Aaron Taylor-Johnson, Chloë Grace Moretz,Christopher Mintz-Plasse, Jim Carrey",2013,28.75,103,6.6,214825
Knocked Up,R,30000000.0,148734225.0,7.0,2.0,251.0,298590,559.0,0,12874,11000.0,985.0,529.0,0.0,"Comedy,Romance","Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann",2007,148.73,129,7.0,309398
Lucky Number Slevin,R,27000000.0,22494487.0,7.8,3.0,202.0,262153,507.0,10000,26451,13000.0,11000.0,1000.0,118.0,"Crime,Drama,Mystery","Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu",2006,22.49,110,7.8,271940
Lucky Number Slevin,R,27000000.0,22494487.0,7.8,3.0,202.0,262160,507.0,10000,26451,13000.0,11000.0,1000.0,118.0,"Crime,Drama,Mystery","Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu",2006,22.49,110,7.8,271940
Money Monster,R,27000000.0,41008532.0,6.7,1.0,268.0,19611,103.0,0,10894,8000.0,698.0,638.0,0.0,"Crime,Drama,Thriller","George Clooney, Julia Roberts, Jack O'Connell,Dominic West",2016,41.01,98,6.5,68654
A Walk Among the Tombstones,R,28000000.0,25977365.0,6.5,0.0,253.0,87950,207.0,15000,15428,14000.0,439.0,313.0,71.0,"Crime,Drama,Mystery","Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook",2014,25.98,114,6.5,93883
Pineapple Express,R,27000000.0,87341380.0,7.0,3.0,232.0,255257,374.0,0,15590,11000.0,989.0,919.0,234.0,"Action,Comedy,Crime","Seth Rogen, James Franco, Gary Cole, Danny McBride",2008,87.34,111,7.0,267872
Legion,R,26000000.0,40168080.0,5.2,0.0,226.0,80870,315.0,0,3889,2000.0,850.0,534.0,124.0,"Action,Fantasy,Horror","Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black",2010,40.17,100,5.2,84158
Pain & Gain,R,26000000.0,49874933.0,6.5,4.0,335.0,161168,287.0,43000,13573,12000.0,412.0,385.0,0.0,"Comedy,Crime,Drama","Mark Wahlberg, Dwayne Johnson, Anthony Mackie,Tony Shalhoub",2013,49.87,129,6.5,168875
Self/less,PG-13,26000000.0,12276810.0,6.5,0.0,178.0,57674,126.0,11000,17847,16000.0,543.0,523.0,763.0,"Action,Mystery,Sci-Fi","Ryan Reynolds, Natalie Martinez, Matthew Goode,Ben Kingsley",2015,12.28,117,6.5,67196
Gran Torino,R,33000000.0,148085755.0,8.2,0.0,366.0,561773,871.0,28000,17347,16000.0,601.0,198.0,16000.0,Drama,"Clint Eastwood, Bee Vang, Christopher Carley,Ahney Her",2008,148.09,116,8.2,595779
Taken,PG-13,25000000.0,145000989.0,7.9,0.0,309.0,483756,974.0,29000,16461,14000.0,816.0,485.0,180.0,"Action,Thriller","Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser",2008,145.0,93,7.8,502961
The Best of Me,PG-13,26000000.0,26761283.0,6.7,0.0,85.0,43084,99.0,19000,3197,775.0,523.0,437.0,97.0,"Drama,Romance","James Marsden, Michelle Monaghan, Luke Bracey,Liana Liberato",2014,26.76,118,6.7,49041
The Help,PG-13,25000000.0,169705587.0,8.1,2.0,373.0,318955,460.0,75000,23227,15000.0,3000.0,2000.0,150.0,Drama,"Emma Stone, Viola Davis, Octavia Spencer, Bryce Dallas Howard",2011,169.71,146,8.1,342429
Cloverfield,PG-13,25000000.0,80034302.0,7.0,0.0,459.0,296787,2192.0,0,3958,2000.0,1000.0,387.0,198.0,"Action,Horror,Sci-Fi","Mike Vogel, Jessica Lucas, Lizzy Caplan, T.J. Miller",2008,80.03,85,7.0,313803
No Country for Old Men,R,25000000.0,74273505.0,8.1,0.0,488.0,612060,1518.0,21000,4738,2000.0,939.0,883.0,1000.0,"Crime,Drama,Thriller","Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson",2007,74.27,122,8.1,660286
No Strings Attached,R,25000000.0,70625986.0,6.2,1.0,245.0,168717,178.0,24000,22739,20000.0,962.0,766.0,425.0,"Comedy,Romance","Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes",2011,70.63,108,6.2,178243
The Lucky One,PG-13,25000000.0,60443237.0,6.5,0.0,170.0,76882,106.0,29000,1852,713.0,220.0,204.0,96.0,"Drama,Romance","Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart",2012,60.44,101,6.5,82874
Bridge to Terabithia,PG,17000000.0,82234139.0,7.2,3.0,181.0,110390,522.0,6000,28071,14000.0,11000.0,3000.0,47.0,"Adventure,Drama,Family","Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick",2007,82.23,96,7.2,117297
There Will Be Blood,R,25000000.0,40218903.0,8.1,0.0,398.0,372990,1107.0,16000,533,272.0,111.0,104.0,0.0,"Drama,History","Daniel Day-Lewis, Paul Dano, Ciarán Hinds,Martin Stringer",2007,40.22,158,8.1,400682
The House Bunny,PG-13,25000000.0,48237389.0,5.5,1.0,129.0,63969,126.0,0,18789,15000.0,852.0,816.0,29.0,"Comedy,Romance","Anna Faris, Colin Hanks, Emma Stone, Kat Dennings",2008,48.24,97,5.5,67033
The Giver,PG-13,25000000.0,45089048.0,6.5,3.0,198.0,86251,260.0,58000,36064,12000.0,11000.0,10000.0,176.0,"Drama,Romance,Sci-Fi","Brenton Thwaites, Jeff Bridges, Meryl Streep, Taylor Swift",2014,45.09,97,6.5,93799
She's the Man,PG-13,20000000.0,33687630.0,6.4,0.0,91.0,116762,261.0,0,20109,17000.0,1000.0,960.0,99.0,"Comedy,Romance,Sport","Amanda Bynes, Laura Ramsey, Channing Tatum,Vinnie Jones",2006,2.34,105,6.4,122864
August Rush,PG,30000000.0,31655091.0,7.5,0.0,148.0,87331,364.0,18000,50927,49000.0,702.0,403.0,59.0,"Drama,Music","Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard",2007,31.66,114,7.5,91229
The Gambler,R,25000000.0,33631221.0,6.0,1.0,175.0,48559,145.0,0,3784,3000.0,571.0,81.0,81.0,"Crime,Drama,Thriller","Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson",2014,33.63,111,6.0,52537
The Gambler,R,25000000.0,33631221.0,6.0,1.0,175.0,48562,145.0,0,3784,3000.0,571.0,81.0,81.0,"Crime,Drama,Thriller","Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson",2014,33.63,111,6.0,52537
Eddie the Eagle,PG-13,23000000.0,15785632.0,7.5,3.0,216.0,32507,119.0,15000,21195,20000.0,732.0,141.0,452.0,"Biography,Comedy,Drama","Taron Egerton, Hugh Jackman, Tom Costello, Jo Hartley",2016,15.79,106,7.4,56332
Eddie the Eagle,PG-13,23000000.0,15785632.0,7.5,3.0,216.0,32513,119.0,15000,21195,20000.0,732.0,141.0,452.0,"Biography,Comedy,Drama","Taron Egerton, Hugh Jackman, Tom Costello, Jo Hartley",2016,15.79,106,7.4,56332
Legend,R,30000000.0,1865774.0,7.0,2.0,260.0,87682,174.0,43000,27659,27000.0,154.0,151.0,241.0,"Biography,Crime,Drama","Tom Hardy, Emily Browning, Taron Egerton, Paul Anderson",2015,1.87,132,7.0,108836
Warrior,PG-13,25000000.0,13651662.0,8.2,1.0,317.0,332276,514.0,77000,29692,27000.0,798.0,581.0,149.0,"Action,Drama,Sport","Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison",2011,13.65,140,8.2,355722
The Road,R,25000000.0,56692.0,7.3,2.0,355.0,177401,504.0,32000,23566,10000.0,9000.0,3000.0,214.0,"Adventure,Drama","Viggo Mortensen, Charlize Theron, Kodi Smit-McPhee,Robert Duvall",2009,0.06,111,7.3,187302
The Counselor,R,25000000.0,16969390.0,5.3,4.0,336.0,80861,431.0,24000,27797,13000.0,11000.0,1000.0,0.0,"Crime,Drama,Thriller","Michael Fassbender, Penélope Cruz, Cameron Diaz,Javier Bardem",2013,16.97,117,5.3,84927
Rocky Balboa,PG,24000000.0,70269171.0,7.2,0.0,285.0,162130,962.0,0,15111,13000.0,683.0,461.0,13000.0,"Drama,Sport","Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young",2006,70.27,102,7.2,171356
Footloose,PG,8200000.0,80000000.0,6.5,0.0,60.0,51459,113.0,0,1962,967.0,455.0,304.0,71.0,"Comedy,Drama,Music","Kenny Wormald, Julianne Hough, Dennis Quaid,Andie MacDowell",2011,51.78,113,5.9,39380
Footloose,PG,8200000.0,80000000.0,6.5,0.0,60.0,51459,113.0,0,1962,967.0,455.0,304.0,71.0,"Comedy,Drama,Music","Kenny Wormald, Julianne Hough, Dennis Quaid,Andie MacDowell",2011,51.78,113,5.9,39380
Zack and Miri Make a Porno,R,24000000.0,31452765.0,6.6,7.0,247.0,149835,243.0,0,638,218.0,216.0,92.0,0.0,"Comedy,Romance","Seth Rogen, Elizabeth Banks, Craig Robinson, Gerry Bednob",2008,31.45,101,6.6,154936
Piranha 3D,R,24000000.0,25003072.0,5.5,0.0,365.0,72552,374.0,13000,5737,3000.0,859.0,847.0,192.0,"Comedy,Horror,Thriller","Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss,Ving Rhames",2010,25.0,88,5.5,75262
Faster,R,24000000.0,23225911.0,6.5,1.0,196.0,80574,157.0,12000,14699,12000.0,854.0,706.0,88.0,"Action,Crime,Drama","Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez",2010,23.23,98,6.5,83788
Zombieland,R,23600000.0,75590286.0,7.7,4.0,445.0,386217,553.0,26000,28011,15000.0,13000.0,11.0,181.0,"Adventure,Comedy,Horror","Jesse Eisenberg, Emma Stone, Woody Harrelson,Abigail Breslin",2009,75.59,88,7.7,409403
Her,R,23000000.0,25556065.0,8.0,1.0,574.0,355126,748.0,148000,19359,19000.0,128.0,105.0,0.0,"Drama,Romance,Sci-Fi","Joaquin Phoenix, Amy Adams, Scarlett Johansson,Rooney Mara",2013,25.56,126,8.0,390531
1408,PG-13,25000000.0,71975611.0,6.8,0.0,314.0,209396,580.0,11000,214,129.0,25.0,23.0,101.0,"Fantasy,Horror","John Cusack, Samuel L. Jackson, Mary McCormack, Paul Birchard",2007,71.98,104,6.8,221073
Diary of a Wimpy Kid: Dog Days,PG,22000000.0,49002815.0,6.4,2.0,88.0,15665,35.0,0,3153,975.0,569.0,517.0,42.0,"Comedy,Family","Zachary Gordon, Robert Capron, Devon Bostick,Steve Zahn",2012,49.0,94,6.4,16917
"Hail, Caesar!",PG-13,22000000.0,29997095.0,6.4,5.0,423.0,60926,302.0,23000,38494,19000.0,17000.0,1000.0,1000.0,"Comedy,Mystery","Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes",2016,30.0,106,6.3,89059
Out of the Furnace,R,22000000.0,11326836.0,6.8,0.0,288.0,83171,231.0,17000,24134,23000.0,820.0,120.0,108.0,"Crime,Drama,Thriller","Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson",2013,11.33,116,6.8,88829
To Rome with Love,R,17000000.0,16684352.0,6.3,0.0,275.0,67893,163.0,18000,1205,385.0,223.0,159.0,11000.0,"Comedy,Romance","Woody Allen, Penélope Cruz, Jesse Eisenberg, Ellen Page",2012,16.68,112,6.3,72050
Silver Linings Playbook,R,21000000.0,132088910.0,7.8,0.0,539.0,533607,692.0,117000,72115,34000.0,22000.0,14000.0,737.0,"Comedy,Drama,Romance","Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver",2012,132.09,122,7.8,564364
Freedom Writers,PG-13,21000000.0,36581633.0,7.5,1.0,84.0,52533,235.0,10000,3994,2000.0,826.0,579.0,98.0,"Biography,Crime,Drama","Hilary Swank, Imelda Staunton, Patrick Dempsey, Scott Glenn",2007,36.58,123,7.5,55648
Never Back Down,PG-13,20000000.0,24848292.0,6.6,1.0,140.0,80556,184.0,0,4089,3000.0,427.0,149.0,65.0,"Action,Drama,Sport","Sean Faris, Djimon Hounsou, Amber Heard, Cam Gigandet",2008,24.85,110,6.6,84083
Tinker Tailor Soldier Spy,R,20000000.0,24104113.0,7.1,1.0,466.0,149066,517.0,24000,46241,19000.0,14000.0,10000.0,140.0,"Drama,Mystery,Thriller","Gary Oldman, Colin Firth, Tom Hardy, Mark Strong",2011,24.1,122,7.1,157053
The Conjuring,R,20000000.0,137387272.0,7.5,0.0,511.0,300110,807.0,131000,9049,6000.0,960.0,697.0,0.0,"Horror,Mystery,Thriller","Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor",2013,137.39,112,7.5,330305
The Descendants,R,20000000.0,82624961.0,7.3,0.0,549.0,205284,439.0,22000,9578,8000.0,727.0,552.0,729.0,"Comedy,Drama","George Clooney, Shailene Woodley, Amara Miller, Nick Krause",2011,82.62,115,7.3,211348
12 Years a Slave,R,20000000.0,56667870.0,8.1,0.0,597.0,439176,695.0,83000,4251,2000.0,660.0,500.0,0.0,"Biography,Drama,History","Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender, Brad Pitt",2013,56.67,134,8.1,486338
Me Before You,PG-13,20000000.0,56154094.0,7.6,0.0,151.0,44723,130.0,51000,21852,11000.0,10000.0,418.0,17.0,"Drama,Romance","Emilia Clarke, Sam Claflin, Janet McTeer, Charles Dance",2016,56.23,106,7.4,113322
Bad Moms,R,20000000.0,55461307.0,6.7,9.0,81.0,4654,46.0,18000,18786,15000.0,1000.0,851.0,24.0,Comedy,"Mila Kunis, Kathryn Hahn, Kristen Bell,Christina Applegate",2016,113.08,100,6.2,66540
Bad Moms,R,20000000.0,55461307.0,6.7,9.0,81.0,4654,46.0,18000,18786,15000.0,1000.0,851.0,24.0,Comedy,"Mila Kunis, Kathryn Hahn, Kristen Bell,Christina Applegate",2016,113.08,100,6.2,66540
Selma,PG-13,20000000.0,52066000.0,7.5,0.0,364.0,61114,212.0,22000,3869,1000.0,1000.0,852.0,151.0,"Biography,Drama,History","David Oyelowo, Carmen Ejogo, Tim Roth, Lorraine Toussaint",2014,52.07,128,7.5,67637
Max,PG,20000000.0,42652003.0,6.8,0.0,61.0,18915,87.0,33000,2851,1000.0,465.0,455.0,132.0,"Adventure,Family","Thomas Haden Church, Josh Wiggins, Luke Kleintank,Lauren Graham",2015,42.65,111,6.8,21405
Spotlight,R,20000000.0,44988180.0,8.1,2.0,474.0,195333,409.0,80000,1058,745.0,168.0,77.0,310.0,"Crime,Drama,History","Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber",2015,44.99,128,8.1,268282
Babel,R,25000000.0,34300771.0,7.5,3.0,285.0,243799,908.0,0,11248,11000.0,119.0,51.0,0.0,Drama,"Brad Pitt, Cate Blanchett, Gael García Bernal, Mohamed Akhzam",2006,34.3,143,7.5,253417
Texas Chainsaw 3D,R,11000000.0,34334256.0,4.8,0.0,282.0,35131,255.0,16000,1945,383.0,333.0,322.0,34.0,"Horror,Thriller","Alexandra Daddario, Tania Raymonde, Scott Eastwood, Trey Songz",2013,34.33,92,4.8,37060
The World's End,R,20000000.0,26003149.0,7.0,6.0,427.0,185587,401.0,49000,278,177.0,55.0,24.0,1000.0,"Action,Comedy,Sci-Fi","Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike",2013,26.0,109,7.0,199813
She's Out of My League,R,20000000.0,31584722.0,6.4,1.0,180.0,101730,131.0,0,5707,2000.0,934.0,756.0,14.0,"Comedy,Romance","Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel",2010,31.58,104,6.4,105619
Nerve,PG-13,20000000.0,28876924.0,7.1,0.0,86.0,4303,35.0,0,1780,646.0,441.0,374.0,24.0,"Adventure,Crime,Mystery","Emma Roberts, Dave Franco, Emily Meade, Miles Heizer",2016,38.56,96,6.6,69651
Endless Love,PG-13,20000000.0,23393765.0,6.3,0.0,98.0,31323,76.0,0,18760,15000.0,989.0,942.0,19.0,"Drama,Romance","Gabriella Wilde, Alex Pettyfer, Bruce Greenwood,Robert Patrick",2014,23.39,104,6.3,33688
Into the Wild,R,15000000.0,18352454.0,8.2,0.0,274.0,426359,760.0,76000,18752,17000.0,882.0,826.0,0.0,"Adventure,Biography,Drama","Emile Hirsch, Vince Vaughn, Catherine Keener, Marcia Gay Harden",2007,18.35,148,8.1,459304
Disaster Movie,PG-13,25000000.0,14174654.0,1.9,0.0,111.0,74945,359.0,0,2857,869.0,624.0,329.0,82.0,Comedy,"Carmen Electra, Vanessa Lachey,Nicole Parker, Matt Lanter",2008,14.17,87,1.9,77207
What's Your Number?,R,20000000.0,13987482.0,6.0,1.0,151.0,58957,91.0,0,15713,11000.0,904.0,783.0,20.0,"Comedy,Romance","Anna Faris, Chris Evans, Ari Graynor, Blythe Danner",2011,13.99,106,6.1,62095
Let Me In,R,20000000.0,12134420.0,7.2,0.0,390.0,92237,366.0,25000,20258,17000.0,1000.0,884.0,198.0,"Drama,Horror,Mystery","Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Cara Buono",2010,12.13,116,7.2,97141
Triple 9,R,20000000.0,12626905.0,6.3,3.0,214.0,32567,106.0,0,27214,14000.0,12000.0,968.0,214.0,"Action,Crime,Drama","Casey Affleck, Chiwetel Ejiofor, Anthony Mackie,Aaron Paul",2016,12.63,115,6.3,48400
Burnt,R,20000000.0,13650738.0,6.6,1.0,175.0,61360,129.0,25000,16926,14000.0,1000.0,580.0,53.0,"Comedy,Drama","Bradley Cooper, Sienna Miller, Daniel Brühl, Riccardo Scamarcio",2015,13.65,101,6.6,76469
Inherent Vice,R,20000000.0,8093318.0,6.7,0.0,401.0,61935,242.0,18000,707,204.0,178.0,175.0,0.0,"Comedy,Crime,Drama","Joaquin Phoenix, Josh Brolin, Owen Wilson,Katherine Waterston",2014,8.09,148,6.7,69509
Take Me Home Tonight,R,23000000.0,6923891.0,6.3,4.0,136.0,43867,83.0,0,5519,2000.0,2000.0,562.0,31.0,"Comedy,Drama,Romance","Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer",2011,6.92,97,6.3,45419
